genres,title
"['Drama', 'Comedy', 'Romance', 'Foreign']",Café au Lait
"['Comedy', 'Drama']",Dear Diary
['Comedy'],The Brady Bunch Movie
"['Comedy', 'Family']",Home Alone
"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",Ghost
"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",Aladdin
"['Action', 'Thriller', 'Science Fiction']",Terminator 2: Judgment Day
"['Adventure', 'Drama', 'Western']",Dances with Wolves
"['Thriller', 'Action', 'Drama']",Tough and Deadly
"['Fantasy', 'Action']",Batman
"['Crime', 'Drama', 'Thriller']",The Silence of the Lambs
"['Fantasy', 'Animation', 'Family']",Snow White and the Seven Dwarfs
"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']",Beauty and the Beast
"['Animation', 'Family']",Pinocchio
"['Romance', 'Comedy']",Pretty Woman
"['Comedy', 'Drama', 'Fantasy']",Window to Paris
"['Adventure', 'Western']",The Wild Bunch
"['Crime', 'Thriller']",Love and a .45
"['Drama', 'Foreign', 'Romance']",The Wooden Man's Bride
"['Comedy', 'Romance']",Bye Bye Love
"['Comedy', 'Romance']",One Fine Day
['Horror'],Candyman: Farewell to the Flesh
"['Romance', 'Drama']",Century
"['Crime', 'Drama', 'Thriller']",Fargo
"['Animation', 'Science Fiction']",Heavy Metal
"['Horror', 'Thriller', 'Science Fiction']",Hellraiser: Bloodline
"['Comedy', 'Romance']",The Pallbearer
"['Drama', 'Romance']",Jane Eyre
"['Comedy', 'Foreign']",Bread and Chocolate
"['Animation', 'Comedy', 'Family', 'Adventure']",The Aristocats
"['Drama', 'Romance']",The Flower of My Secret
"['Comedy', 'Romance']",Two Much
"['Comedy', 'Family']",Ed
"['Adventure', 'Drama', 'Documentary']",Scream of Stone
['Drama'],My Favorite Season
"['Thriller', 'Action', 'Drama']",Condition Red
"['Comedy', 'Drama']",Halfaouine: Boy of the Terraces
"['Comedy', 'Thriller', 'Crime', 'Romance']",A Thin Line Between Love and Hate
"['Comedy', 'Thriller', 'Crime', 'Drama']",The Last Supper
"['Crime', 'Drama', 'Mystery', 'Thriller']",Primal Fear
"['Drama', 'Romance']",Carried Away
"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']",All Dogs Go to Heaven 2
"['Drama', 'History', 'War', 'Romance']",Land and Freedom
['Comedy'],Denise Calls Up
"['Fantasy', 'Science Fiction', 'Family']",Theodore Rex
"['Comedy', 'Drama']",A Family Thing
"['Drama', 'Thriller']",Frisk
"['Comedy', 'Family']",Sgt. Bilko
"['Comedy', 'Drama', 'Romance']",Jack & Sarah
['Comedy'],Girl 6
"['Drama', 'Horror', 'Mystery', 'Thriller']",Diabolique
"['Adventure', 'Drama', 'Comedy', 'Family']","Little Indian, Big City"
"['Romance', 'Drama']",Roula
['Comedy'],Happy Weekend
"['Drama', 'Romance']",Nelly and Monsieur Arnaud
"['Drama', 'Thriller', 'Mystery', 'War']",Courage Under Fire
"['Adventure', 'Action', 'Thriller']",Mission: Impossible
"['Drama', 'Comedy']",Cold Fever
"['Drama', 'Romance']",Moll Flanders
['Comedy'],The Superwife
"['Horror', 'Mystery', 'Thriller']","301, 302"
['Fantasy'],DragonHeart
['Drama'],Und keiner weint mir nach
['Drama'],My Mother's Courage
"['Action', 'Comedy']",Eddie
"['Drama', 'Comedy']",Yankee Zulu
"['Crime', 'Drama', 'Thriller']",Purple Noon
"['Romance', 'Comedy', 'Drama']",August
"['Adventure', 'Animation', 'Family']",James and the Giant Peach
"['Drama', 'Thriller', 'Romance']",Fear
['Comedy'],Kids in the Hall: Brain Candy
"['Comedy', 'Crime', 'Drama']",Faithful
"['War', 'Drama', 'Comedy']",Underground
"['War', 'Drama', 'Romance']",All Things Fair
"['Action', 'Thriller']",Bloodsport II
['Drama'],Pather Panchali
['Drama'],The World of Apu
"['Comedy', 'Science Fiction']",Mystery Science Theater 3000: The Movie
"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",Space Jam
['Science Fiction'],Barbarella
"['Thriller', 'Action', 'Drama']",Hostile Intentions
"['Drama', 'Romance']",The Run of the Country
"['Drama', 'Science Fiction', 'Mystery']",Alphaville
['Drama'],Coup de Torchon
"['Documentary', 'Foreign']",Tigrero: A Film That Was Never Made
"['Horror', 'Drama', 'Thriller']",Windows
['Drama'],It's My Party
"['Drama', 'Romance']",Country Life
"['Action', 'Adventure', 'Comedy', 'Family']",Operation Dumbo Drop
"['Drama', 'Romance']",The Promise
"['Comedy', 'Romance', 'Drama']",Mrs. Winterbourne
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Solo
"['Drama', 'Foreign']",Under The Domim Tree
"['Action', 'Thriller']",The Substitute
"['Crime', 'Mystery', 'Thriller']",True Crime
"['Crime', 'Drama', 'Romance', 'Thriller']",Butterfly Kiss
"['Action', 'Comedy', 'Drama', 'Thriller']",Feeling Minnesota
"['Drama', 'Romance']",Delta of Venus
"['Comedy', 'Drama', 'Family', 'Romance']",Angus
"['Drama', 'History']",Priest Daens
['Drama'],Faces
"['Romance', 'Drama', 'Mystery']",Boys
"['Action', 'Adventure']",The Quest
"['Comedy', 'Romance']",Cosi
['Drama'],Sunset Park
"['Drama', 'Mystery', 'Thriller']",Mulholland Falls
"['Comedy', 'Romance']",The Truth About Cats & Dogs
"['Animation', 'Comedy', 'Family']",Oliver & Company
['Comedy'],Celtic Pride
"['Adventure', 'Family']",Flipper
"['Drama', 'Thriller', 'Mystery', 'Romance']",Captives
['Drama'],Of Love and Shadows
"['Drama', 'Fantasy', 'Western']",Dead Man
"['War', 'Adventure', 'Drama', 'Romance']",The Horseman on the Roof
"['Action', 'Crime', 'Drama']",Switchblade Sisters
"['Comedy', 'Foreign']",Mouth to Mouth
"['Fantasy', 'Comedy', 'Science Fiction']",The Visitors
"['Comedy', 'Fantasy', 'Science Fiction']",Multiplicity
"['Drama', 'Foreign']",Two Friends
"['Drama', 'Fantasy', 'Horror', 'Thriller']",The Craft
"['Comedy', 'Drama']",The Great White Hype
"['Drama', 'Thriller']",Last Dance
"['Comedy', 'Drama', 'Romance']",Cold Comfort Farm
"['Animation', 'Drama']","Institute Benjamenta, or This Dream People Call Human Life"
"['Drama', 'Mystery', 'Thriller']",Heaven's Prisoners
"['Action', 'Drama', 'Crime', 'Thriller']",Original Gangstas
"['Action', 'Adventure', 'Thriller']",The Rock
['Comedy'],Getting Away with Murder
"['Fantasy', 'Drama', 'Horror', 'Comedy']",Cemetery Man
"['Action', 'Adventure', 'Drama']",Twister
"['Action', 'Science Fiction']",Barb Wire
['Drama'],Le Garçu
['Comedy'],Honeymoon
"['Action', 'Animation', 'Science Fiction']",Ghost in the Shell
"['Horror', 'Thriller']",Thinner
"['Action', 'Comedy']",Spy Hard
"['Comedy', 'Drama']",Brothers in Trouble
"['Family', 'Animation', 'Comedy']",A Close Shave
"['Drama', 'Action', 'Crime']",Force of Evil
"['Comedy', 'Family']",The Stupids
"['Action', 'Mystery', 'Science Fiction', 'Thriller']",The Arrival
"['Drama', 'War']",The Man from Down Under
"['Drama', 'Comedy', 'War']",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
"['Horror', 'Comedy', 'Drama', 'Fantasy']",Careful
"['Comedy', 'Drama', 'Romance']",A Month by the Lake
['Drama'],Gold Diggers: The Secret of Bear Mountain
"['Family', 'Adventure']",Kim
['Documentary'],Carmen Miranda: Bananas Is My Business
"['Drama', 'Action']",Ashes of Time
['Documentary'],Maya Lin: A Strong Clear Vision
"['Drama', 'History', 'War']",Stalingrad
"['Adventure', 'Action']",The Phantom
"['Drama', 'Thriller', 'Crime']",Striptease
"['Drama', 'Comedy']",The Last of the High Kings
"['Drama', 'Romance']",Heavy
"['Comedy', 'Drama', 'Science Fiction']",Jack
['Drama'],I Shot Andy Warhol
"['Comedy', 'Drama', 'Family']",The Grass Harp
['Drama'],Someone Else's America
"['Music', 'Romance']",Life is Rosy
"['Drama', 'Romance']",Touki Bouki
['Drama'],God's Gift
"['Drama', 'Mystery', 'Horror']",Spirits of the Dead
"['Western', 'Drama', 'War']",Pharaoh's  Army
"['Drama', 'Crime']",Trainspotting
"['Comedy', 'Romance']",Til There Was You
"['Action', 'Adventure', 'Science Fiction']",Independence Day
"['Drama', 'Romance']",Stealing Beauty
"['Drama', 'Mystery', 'Thriller']",The Fan
"['Drama', 'Animation', 'Family']",The Hunchback of Notre Dame
"['Comedy', 'Drama', 'Thriller']",The Cable Guy
['Comedy'],Kingpin
"['Action', 'Drama', 'Mystery', 'Thriller']",Eraser
"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",The Nutty Professor
"['Drama', 'Foreign']","I, the Worst of All"
"['Drama', 'Romance', 'War']",An Unforgettable Summer
"['Comedy', 'Drama']",Somebody to Love
['Drama'],A Very Natural Thing
['Comedy'],The Old Lady Who Walked in the Sea
"['Action', 'Adventure', 'Thriller']",Daylight
"['Horror', 'Comedy']",The Frighteners
"['Drama', 'Mystery', 'Romance']",Lone Star
"['Comedy', 'Drama', 'Family']",Harriet the Spy
"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",Phenomenon
"['Comedy', 'Drama', 'Romance']",Walking and Talking
"['Comedy', 'Romance']",She's the One
"['Crime', 'Drama', 'Thriller']",A Time to Kill
['Drama'],American Buffalo
"['Romance', 'Comedy']",Rendezvous in Paris
['Adventure'],Alaska
"['Action', 'Comedy', 'Thriller']",Fled
"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",Kazaam
"['Family', 'Comedy']",Larger Than Life
"['Action', 'Mystery', 'Thriller']",Power 98
"['War', 'Drama']",Two Deaths
['Comedy'],A Very Brady Sequel
"['Adventure', 'Drama']",Death in the Garden
"['War', 'Drama']",Hedd Wyn
"['Drama', 'Comedy', 'Romance']",La Collectionneuse
"['Drama', 'Foreign']",Kaspar Hauser
"['Comedy', 'Foreign']",Regular Guys
['Thriller'],The Convent
"['Animation', 'Family', 'Fantasy']",The Adventures of Pinocchio
"['Fantasy', 'Comedy', 'Music']",Joe's Apartment
['Comedy'],The First Wives Club
"['Romance', 'Drama', 'Comedy']",Stonewall
"['Action', 'Thriller']",Ransom
['Comedy'],High School High
['Comedy'],Phat Beach
"['Action', 'Drama', 'Thriller']",Foxfire
"['Action', 'Drama', 'Science Fiction', 'Thriller']",Chain Reaction
"['Comedy', 'Family', 'Fantasy']",Matilda
"['Drama', 'Comedy', 'Romance']",Emma
"['Action', 'Fantasy', 'Thriller']",The Crow: City of Angels
"['Comedy', 'Family']",House Arrest
"['Drama', 'Horror', 'Thriller']",Eyes Without a Face
"['Horror', 'Comedy']",Bordello of Blood
"['Drama', 'Romance']",Flirt
['Drama'],The Big Squeeze
"['Comedy', 'Drama']",The Spitfire Grill
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Escape from L.A.
"['Crime', 'Drama']",Cyclo
"['Drama', 'History']",Basquiat
"['Comedy', 'Drama', 'Romance']",Tin Cup
"['Drama', 'Music']",Dingo
['Drama'],The Ballad of Narayama
['Drama'],Every Other Weekend
"['Drama', 'Crime']",The Godfather
"['Comedy', 'Drama']",Maybe... Maybe Not
"['Action', 'Crime', 'Thriller']",Police Story 3: Supercop
"['Drama', 'Comedy']",Manny & Lo
['Drama'],Wife
"['Crime', 'Drama', 'Romance', 'Thriller']",Bound
"['Comedy', 'Family']",Carpool
['Drama'],Death in Brunswick
"['Thriller', 'Drama', 'Music', 'Crime']",Kansas City
"['Comedy', 'Family']",Gone Fishin'
"['Romance', 'Comedy']",Lover's Knot
['Drama'],Vive L'Amour
['Drama'],Shadow of Angels
['Drama'],Killer: A Journal of Murder
"['Action', 'Adventure', 'Crime']",Project S
"['Comedy', 'Drama']",Girls Town
"['Horror', 'Mystery', 'Thriller']",The Relic
"['Fantasy', 'Horror', 'Science Fiction']",The Island of Dr. Moreau
"['Comedy', 'Family']",First Kid
"['Drama', 'Thriller']",The Trigger Effect
"['Fantasy', 'Comedy', 'Family']",Bogus
"['Action', 'Adventure', 'Comedy', 'Thriller']",Bulletproof
"['Drama', 'Romance', 'War']",Talk of Angels
"['Animation', 'Adventure', 'Family']",The Land Before Time III: The Time of the Great Giving
"['Horror', 'Thriller']",Halloween: The Curse of Michael Myers
"['Drama', 'Comedy', 'Romance']",Twelfth Night
"['Drama', 'History']",Mother Night
"['Drama', 'Romance']",Liebelei
"['Drama', 'Romance']",Venice
"['Drama', 'Romance']",Wild Reeds
"['Drama', 'History', 'Romance', 'Thriller']",For Whom the Bell Tolls
"['Comedy', 'Romance']",The Philadelphia Story
"['Comedy', 'Music', 'Romance']",Singin' in the Rain
"['Drama', 'Comedy', 'Music', 'Romance']",An American in Paris
"['Music', 'Comedy', 'Romance']",Funny Face
"['Comedy', 'Drama', 'Romance']",Breakfast at Tiffany's
"['Mystery', 'Romance', 'Thriller']",Vertigo
"['Drama', 'Mystery', 'Thriller']",Rear Window
"['Comedy', 'Romance']",It Happened One Night
"['Drama', 'Mystery', 'Thriller', 'Crime']",Gaslight
"['Comedy', 'Music', 'Romance']",The Gay Divorcee
"['Mystery', 'Thriller']",North by Northwest
"['Comedy', 'Drama', 'Romance']",The Apartment
"['Comedy', 'Romance']",Some Like It Hot
"['Comedy', 'Mystery', 'Romance', 'Thriller']",Charade
"['Drama', 'Romance']",Casablanca
"['Mystery', 'Crime', 'Thriller']",The Maltese Falcon
"['Drama', 'Family', 'Music', 'Romance']",My Fair Lady
"['Comedy', 'Romance']",Roman Holiday
"['Drama', 'Comedy', 'Family']",The Little Princess
"['Comedy', 'Music', 'Romance']",Meet Me in St. Louis
"['Adventure', 'Family', 'Fantasy']",The Wizard of Oz
"['Drama', 'Romance', 'War']",Gone with the Wind
"['Comedy', 'Drama']",My Favorite Year
['Drama'],Sunset Boulevard
"['Mystery', 'Drama']",Citizen Kane
"['Science Fiction', 'Mystery', 'Adventure']",2001: A Space Odyssey
"['Adventure', 'Romance']",Golden Earrings
['Drama'],All About Eve
"['Comedy', 'Drama']",The Women
"['Drama', 'Mystery']",Rebecca
"['Mystery', 'Thriller', 'War']",Foreign Correspondent
"['Thriller', 'Drama', 'Romance']",Notorious
"['Drama', 'Mystery', 'Thriller']",Spellbound
"['Drama', 'Romance']",An Affair to Remember
"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",To Catch a Thief
"['Comedy', 'Drama', 'Family', 'Romance']",Father of the Bride
"['Comedy', 'Music']",The Band Wagon
"['Comedy', 'Romance']",Ninotchka
"['Comedy', 'Drama', 'Romance']",Love in the Afternoon
"['Comedy', 'Music', 'Romance']",Gigi
"['Comedy', 'Romance']",The Reluctant Debutante
"['Action', 'Adventure', 'Romance']",The Adventures of Robin Hood
"['Action', 'Adventure', 'Drama', 'Romance', 'Western']",The Mark of Zorro
"['Drama', 'Mystery']",Laura
"['Fantasy', 'Romance', 'Mystery']",The Ghost and Mrs. Muir
"['Adventure', 'Fantasy', 'Drama', 'Mystery']",Lost Horizon
"['Comedy', 'Music', 'Romance']",Top Hat
"['Comedy', 'War']",To Be or Not to Be
"['Comedy', 'Romance']",My Man Godfrey
"['Action', 'Drama', 'Western']",Giant
['Drama'],East of Eden
"['Comedy', 'Crime', 'Mystery']",The Thin Man
"['Comedy', 'Drama']",His Girl Friday
"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",Around the World in Eighty Days
"['Drama', 'Family', 'Fantasy']",It's a Wonderful Life
"['Comedy', 'Drama']",Mr. Smith Goes to Washington
"['Comedy', 'Romance']",Bringing Up Baby
"['Drama', 'Romance']",Penny Serenade
"['Comedy', 'Thriller', 'Mystery', 'Romance']",Lady of Burlesque
['Drama'],Of Human Bondage
"['Comedy', 'Fantasy', 'Romance']",Angel on My Shoulder
"['Drama', 'Family']",Little Lord Fauntleroy
"['Thriller', 'Crime', 'Drama', 'Mystery']",They Made Me a Criminal
"['Comedy', 'Music', 'Romance']",The Inspector General
"['Romance', 'Western']",Angel and the Badman
"['Action', 'Thriller', 'Mystery']",The 39 Steps
"['War', 'Drama']",A Walk in the Sun
"['Action', 'Adventure', 'Western']",The Outlaw
['Horror'],Night of the Living Dead
"['Adventure', 'War', 'Romance']",The African Queen
"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",Beat the Devil
"['Drama', 'Romance']",Cat on a Hot Tin Roof
"['Romance', 'Drama']",The Last Time I Saw Paris
"['Drama', 'Comedy', 'Romance']",Meet John Doe
"['Drama', 'Action', 'Mystery', 'Romance']",Algiers
['Comedy'],Something to Sing About
"['Drama', 'Romance', 'War']",A Farewell to Arms
"['Music', 'Mystery']",Moonlight Murder
"['Action', 'Foreign']","Yes, Madam"
['Drama'],Dangerous Ground
"['Drama', 'Romance']",Picnic
"['Comedy', 'Romance', 'Drama']",The Pompatus of Love
"['Action', 'Adventure', 'Drama', 'Family']",Fly Away Home
"['Drama', 'Romance']",Bliss
"['Drama', 'Comedy', 'Music']",Grace of My Heart
['Drama'],Brother of Sleep
"['Action', 'Adventure', 'Thriller']",Maximum Risk
"['Drama', 'Thriller']",Michael Collins
"['Drama', 'Thriller']",The Rich Man's Wife
"['Drama', 'Romance']",Infinity
['Drama'],Big Night
"['Action', 'Crime', 'Drama', 'Thriller']",Last Man Standing
"['Action', 'Drama', 'Thriller']",Caught
"['Drama', 'Action', 'Crime']",Set It Off
"['Comedy', 'Crime']",2 Days in the Valley
"['Comedy', 'Crime', 'Thriller']",Curdled
"['Drama', 'Thriller']",Extreme Measures
"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",The Glimmer Man
"['Action', 'Comedy', 'Drama', 'Family']",D3: The Mighty Ducks
"['Crime', 'Drama']",The Chamber
"['Comedy', 'Family']",The Apple Dumpling Gang
"['Action', 'Adventure', 'Family', 'Western']","Davy Crockett, King of the Wild Frontier"
"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",Escape to Witch Mountain
"['Comedy', 'Family', 'Fantasy']",The Love Bug
"['Romance', 'Comedy', 'Family', 'Fantasy']",Herbie Rides Again
"['Adventure', 'Drama', 'Western']",Old Yeller
"['Comedy', 'Family']",The Parent Trap
['Adventure'],Pollyanna
"['Adventure', 'Comedy', 'Drama', 'Family']",Homeward Bound: The Incredible Journey
"['Comedy', 'Family']",The Shaggy Dog
"['Adventure', 'Family']",Swiss Family Robinson
"['Drama', 'Family', 'Comedy']",That Darn Cat!
"['Adventure', 'Drama', 'Science Fiction']","20,000 Leagues Under the Sea"
['Comedy'],Cool Runnings
"['Fantasy', 'Drama', 'Comedy', 'Family']",Angels in the Outfield
"['Family', 'Fantasy', 'Animation', 'Romance']",Cinderella
"['Animation', 'Family', 'Music']",Winnie the Pooh and the Blustery Day
"['Animation', 'Family', 'Music']",The Three Caballeros
"['Animation', 'Family']",The Sword in the Stone
"['Animation', 'Drama', 'Family']",So Dear to My Heart
['Adventure'],Robin Hood: Prince of Thieves
"['Comedy', 'Family', 'Fantasy']",Mary Poppins
"['Animation', 'Family']",Dumbo
"['Fantasy', 'Animation', 'Comedy', 'Family']",Pete's Dragon
"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Music']",Bedknobs and Broomsticks
"['Animation', 'Adventure', 'Family', 'Fantasy']",Alice in Wonderland
"['Adventure', 'Animation', 'Drama', 'Family']",The Fox and the Hound
"['Comedy', 'Drama', 'Thriller']",Freeway
"['Drama', 'Family', 'Music', 'Romance']",The Sound of Music
"['Action', 'Thriller']",Die Hard
"['Horror', 'Thriller', 'Science Fiction']",The Lawnmower Man
"['Drama', 'Romance']",Unhook the Stars
['Documentary'],Synthetic Pleasures
"['Drama', 'Thriller']",The Secret Agent
['Drama'],Secrets & Lies
"['Comedy', 'Drama']",That Thing You Do!
"['Drama', 'Romance']",To Gillian on Her 37th Birthday
"['Drama', 'Romance']",Surviving Picasso
"['Comedy', 'Romance']",Love Is All There Is
"['Comedy', 'Drama', 'Romance']",Beautiful Thing
"['Crime', 'Action', 'Mystery', 'Thriller']",The Long Kiss Goodnight
['Adventure'],The Ghost and the Darkness
['Documentary'],Looking for Richard
"['Comedy', 'Drama']",Trees Lounge
['Drama'],The Proprietor
"['Crime', 'Drama']",Normal Life
['Drama'],Get on the Bus
"['Action', 'Thriller']",Shadow Conspiracy
"['Drama', 'Romance']",Jude
"['Music', 'Comedy', 'Romance']",Everyone Says I Love You
"['Drama', 'Romance']",Bitter Sugar
"['Drama', 'Romance']",Romeo + Juliet
"['Comedy', 'Romance']",Swingers
"['Crime', 'Drama', 'Thriller']",Sleepers
['Drama'],The Sunchaser
"['Adventure', 'Animation', 'Family']",Aladdin and the King of Thieves
['Mystery'],The Woman in Question
"['Comedy', 'Music', 'Romance']",Shall We Dance
"['Comedy', 'Music', 'Romance']",A Damsel in Distress
"['Crime', 'Drama', 'Mystery', 'Thriller']",Crossfire
"['Crime', 'Drama', 'Mystery', 'Thriller']","Murder, My Sweet"
"['Adventure', 'Drama', 'Romance']",Macao
"['War', 'Drama', 'Romance', 'Action']",For the Moment
"['Family', 'Fantasy']",Willy Wonka & the Chocolate Factory
"['Comedy', 'Romance']",The Sexual Life of the Belgians
['Horror'],The Innocents
"['Comedy', 'Romance', 'Science Fiction']",Sleeper
['Comedy'],Bananas
"['Comedy', 'Crime']",A Fish Called Wanda
['Comedy'],Life of Brian
"['Comedy', 'Music', 'Romance']",Victor/Victoria
"['Comedy', 'Drama']",The Candidate
"['Adventure', 'Comedy']",The Great Race
"['Crime', 'Drama']",Bonnie and Clyde
"['Adventure', 'Drama']",The Old Man and the Sea
"['Crime', 'Mystery', 'Thriller']",Dial M for Murder
"['Drama', 'Music', 'Romance']",Dirty Dancing
